Palabras;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
lente;0;0;0;0;0;0;0;0
leopardo;0;0;0;0;0;0;0;0
lepra;0;0;1;1;0;1;0;0
lesbiana;0;0;1;0;0;1;0;0
lesbianismo;0;0;0;0;0;0;0;0
arrendatario;0;0;0;0;0;0;0;0
reducir;0;1;0;0;0;0;0;0
disminución;0;0;0;0;0;0;0;0
menor;0;0;1;0;0;0;0;0
lección;0;1;0;0;0;0;0;1
arrendador;0;0;0;0;0;0;0;0
letal;0;0;1;1;0;1;0;0
letárgico;0;0;0;0;0;0;0;0
letargo;0;0;0;0;0;1;0;0
carta;0;1;0;0;0;0;0;0
letrado;0;1;0;0;0;0;0;1
letras;0;0;0;0;0;0;0;0
lechuga;0;0;0;0;0;0;0;0
leucemia;1;0;0;1;0;1;0;0
dique;0;0;0;0;0;0;0;1
nivel;0;0;0;0;0;0;0;1
palanca;0;0;0;0;0;0;0;0
apalancamiento;0;0;0;0;0;0;0;0
exacción;0;0;0;0;0;0;0;0
lascivo;0;0;1;0;0;0;0;0
léxico;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
pasivo;0;0;0;0;0;0;0;0
responsabilidad;0;0;0;0;0;0;0;0
enlace;0;0;0;0;0;0;0;0
mentiroso;0;0;1;0;0;0;0;0
difamación;1;0;0;1;0;0;0;1
difamatorio;0;0;0;0;0;0;0;0
liberal;0;0;0;0;0;0;0;0
liberalismo;0;0;0;0;0;0;0;0
liberar;1;1;0;0;1;0;1;1
liberación;0;1;0;0;1;0;1;0
libertad;0;1;0;0;1;0;1;1
libido;0;0;0;0;0;0;0;0
bibliotecario;0;0;0;0;0;0;0;0
biblioteca;0;0;0;0;0;0;0;0
libreto;0;0;0;0;0;0;0;0
licencia;0;0;0;0;0;0;0;0
liquen;0;0;0;0;0;0;0;0
lamer;0;0;1;0;0;0;0;0
tapa;0;0;0;0;0;0;0;0
mentira;1;0;1;0;0;1;0;0
feudal;0;0;0;0;0;0;0;0
derecho de retención;0;0;0;0;0;0;0;0
lugar;0;0;0;0;0;0;0;0
teniente;0;0;0;0;0;0;0;1
vida;0;0;0;0;0;0;0;0
alma;0;0;0;0;0;0;0;0
bote salvavidas;0;0;0;0;0;0;0;0
sin vida;0;0;0;1;0;1;0;0
natural;0;0;0;0;0;0;0;0
para toda la vida;0;0;0;0;0;0;0;0
toda la vida;0;0;0;0;0;0;0;0
ascensor;0;0;0;0;0;0;0;0
ligamento;0;0;0;0;0;0;0;0
ligadura;0;0;0;0;0;0;0;0
ligero;0;0;0;0;0;0;0;0
aligerar;0;0;0;0;0;0;0;0
faro;0;0;0;0;0;0;0;0
ligereza;0;0;0;0;0;0;0;0
relámpago;1;0;0;1;0;0;1;0
probabilidad;0;0;0;0;0;0;0;0
semejanza;0;0;0;0;0;0;0;0
igualmente;0;0;0;0;0;0;0;0
gusto;0;0;0;0;1;0;0;1
lila;0;0;0;0;0;0;0;0
lirio;0;0;0;0;0;0;0;0
miembro;0;0;0;0;0;0;0;0
limbo;0;0;0;0;0;0;0;0
límite;0;0;0;0;0;0;0;0
limitación;0;0;0;0;0;0;0;0
limitado;1;0;0;0;0;1;0;0
sin límites;0;0;0;0;0;0;0;0
limusina;0;0;0;0;0;0;0;0
cojear;0;0;0;0;0;0;0;0
Lin;0;0;0;0;0;0;0;0
línea;0;0;0;0;0;0;0;0
linaje;0;0;0;0;0;0;0;0
lineal;0;0;0;0;0;0;0;0
lineal;0;0;0;0;0;0;0;0
forrado;0;0;0;0;0;0;0;0
lino;0;0;0;0;0;0;0;0
transatlántico;0;0;0;0;0;0;0;0
líneas;0;0;0;1;0;0;0;0
persistir;0;1;0;0;0;0;0;0
jerga;0;0;0;0;0;0;0;0
lingual;0;0;0;0;0;0;0;0
lingüista;0;0;0;0;0;0;0;1
lingüístico;0;0;0;0;0;0;0;0
lingüística;0;0;0;0;0;0;0;0
revestimiento;0;0;0;0;0;0;0;0
enlazar;0;0;0;0;0;0;0;0
linóleo;0;0;0;0;0;0;0;0
hilas;0;0;0;0;0;0;0;0
león;0;0;0;1;0;0;0;0
labio;0;0;0;0;0;0;0;0
lápiz labial;0;0;0;0;0;0;0;0
licuefacción;0;0;0;0;0;0;0;0
licuado;0;0;0;0;0;0;0;0
licor;0;0;0;0;0;0;0;0
líquido;0;0;0;0;0;0;0;0
liquidar;0;0;0;0;0;0;0;0
liquidación;0;0;0;0;0;0;0;0
liquidador;0;0;0;0;0;0;0;0
liquidez;0;0;0;0;0;0;0;0
espíritu;1;0;0;0;1;1;0;0
ceceo;0;0;0;0;0;0;0;0
lista;0;0;0;0;0;0;0;0
escucha;0;0;0;0;0;0;0;0
oyente;0;0;0;0;0;0;0;0
listado;0;0;0;0;0;0;0;0
apático;0;0;0;0;0;1;0;0
letanía;0;0;0;0;0;0;0;0
literalmente;0;0;0;0;0;0;0;0
literario;0;0;0;0;0;0;0;0
literatura;0;0;0;0;0;0;0;0
ágil;0;0;0;0;0;0;0;0
litografía;0;0;0;0;0;0;0;0
litografía;0;0;0;0;0;0;0;0
litología;0;0;0;0;0;0;0;0
litosfera;0;0;0;0;0;0;0;0
litigante;0;0;0;0;0;0;0;0
litigar;1;1;1;1;0;1;0;0
litigio;0;0;0;0;0;0;0;0
litigioso;1;0;1;0;0;0;0;0
camada;0;0;0;0;0;0;0;0
litoral;0;0;0;0;0;0;0;0
liturgia;0;0;0;0;0;0;0;0
sustento;0;0;0;0;0;0;0;0
librea;0;0;0;0;0;0;0;0
lívido;1;0;1;0;0;0;0;0
vivo;0;0;0;0;0;0;0;0
llama;0;0;0;0;0;0;0;0
carga;0;0;0;0;0;0;0;0
pan;0;0;0;0;0;0;0;0
mocasín;0;0;0;0;0;0;0;0
marga;0;0;0;0;0;0;0;0
préstamo;0;0;0;0;0;0;0;0
NO TRANSLATION;1;0;0;0;0;0;0;0
detestar;1;0;1;0;0;0;0;0
aversión;0;0;1;0;0;0;0;0
repugnante;1;0;1;0;0;0;0;0
vestíbulo;0;0;0;0;0;0;0;0
cabildero;0;0;0;0;0;0;0;0
lóbulo;0;0;0;0;0;0;0;0
local;0;0;0;0;0;0;0;0
lugar;0;0;0;0;0;0;0;0
localidad;0;0;0;0;0;0;0;0
localización;0;0;0;0;0;0;0;0
localizar;0;1;0;0;0;0;0;0
localizar;0;0;0;0;0;0;0;0
ubicación;0;0;0;0;0;0;0;0
lago;0;0;0;0;0;0;0;0
bloquear;0;0;0;0;0;0;0;0
armario;0;0;0;0;0;0;0;0
cerrajero;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;1;0;1;0;0
locomoción;0;0;0;0;0;0;0;0
locomotora;0;0;0;0;0;0;0;0
langosta;0;0;0;1;0;0;0;0
presentar;0;0;0;0;0;0;0;0
inquilino;0;0;0;0;0;0;0;0
alojamiento;0;0;0;0;0;0;0;1
desván;0;0;0;0;0;0;0;0
elevado;0;0;0;0;0;0;0;0
Iniciar sesión;0;0;0;0;0;0;0;0
logaritmo;0;0;0;0;0;0;0;0
logarítmico;0;0;0;0;0;0;0;0
lógica;0;0;0;0;0;0;0;0
lógico;0;0;0;0;0;0;0;0
logística;0;0;0;0;0;0;0;0
logotipo;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
chupete;0;0;0;0;0;0;0;0
solitario;0;0;0;0;0;1;0;0
soledad;0;0;0;1;0;1;0;0
solitario;1;0;1;1;0;1;0;0
solitario;0;0;0;0;0;1;0;0
largo;0;1;0;0;0;0;0;0
longevidad;0;0;0;0;0;0;0;0
anhelo;0;1;0;0;0;1;0;0
longitud;0;0;0;0;0;0;0;0
longitudinal;0;0;0;0;0;0;0;0
longitudinalmente;0;0;0;0;0;0;0;0
lavabo;0;0;1;0;0;0;0;0
Estar atento;0;0;0;0;0;0;0;0
telar;0;1;0;1;0;0;0;0
se avecina;0;0;0;0;0;0;0;0
somorgujo;0;0;1;0;0;0;0;0
loco;0;0;0;0;0;0;0;0
lazo;0;0;0;0;0;0;0;0
escapatoria;0;0;0;0;0;0;0;0
aflojar;0;0;0;0;0;0;0;0
aflojando;0;0;0;0;0;0;0;0
botín;0;0;0;0;0;0;0;0
podar;0;0;0;0;0;0;0;0
desequilibrado;0;0;0;0;0;0;0;0
señor;0;0;1;0;0;0;0;1
Señores;0;0;0;0;0;0;0;0
señorío;0;0;0;0;0;0;0;0
ciencia;0;0;0;0;0;0;0;0
camión;0;0;0;0;0;0;0;0
perder;1;0;1;1;0;1;1;0
perdiendo;1;0;0;0;0;1;0;0
pérdida;1;0;0;1;0;1;0;0
perdió;0;0;0;0;0;1;0;0
mucho;0;0;0;0;0;0;0;0
loción;0;0;0;0;0;0;0;0
un montón;0;0;0;0;0;0;0;0
lotería;0;1;0;0;0;0;0;0
loto;0;0;0;0;0;0;0;0
ruidoso;0;0;0;0;0;0;0;0
ruidosamente;0;0;0;0;0;0;0;0
volumen;1;0;0;0;0;0;0;0
salón;0;0;0;0;0;0;0;0
piojo;0;0;1;0;0;0;0;0
amable;0;0;0;0;1;0;0;1
amor;0;0;0;0;1;0;0;0
encantador;0;1;0;0;1;1;1;1
NO TRANSLATION;0;0;0;0;1;0;0;1
amante;0;1;0;0;1;0;0;1
amoroso;0;0;0;0;1;0;0;1
inferior;0;0;0;0;0;1;0;0
encapotado;0;0;0;0;0;0;0;0
más bajo;0;0;0;0;0;1;0;0
Tierras Bajas;0;0;0;0;0;0;0;0
humilde;0;0;0;0;0;1;0;0
leal;0;0;0;1;1;0;1;1
lealtad;0;0;0;0;0;0;0;1
lubricar;0;0;0;0;0;0;0;0
lubricación;0;0;0;0;0;0;0;0
suerte;0;1;0;0;1;0;1;0
suerte;0;0;0;0;1;0;1;0
ridículo;0;0;0;0;0;0;0;0
arrastrar;0;0;0;0;0;0;0;0
equipaje;0;0;0;0;0;0;0;0
calma;0;1;0;0;0;0;0;0
canción de cuna;0;0;0;0;0;0;0;0
lumbar;0;0;0;0;0;0;0;0
maderas;0;0;0;0;0;0;0;0
pesado;0;0;0;0;0;0;0;0
luminiscente;0;0;0;0;0;0;0;0
luminoso;0;0;0;0;0;0;0;0
terrón;0;0;0;0;0;0;0;0
aterronado;0;0;1;0;0;0;0;0
locura;1;0;1;1;0;1;0;0
lunar;0;0;0;0;0;0;0;0
lunático;1;0;1;1;0;0;0;0
almuerzo;0;0;0;0;0;0;0;0
almuerzo;0;0;0;0;0;0;0;0
estocada;0;0;0;0;0;0;1;0
livianos;0;0;0;0;0;0;0;0
estacada;0;0;0;0;0;0;0;0
señuelo;0;0;0;0;0;0;0;0
espeluznante;0;0;1;0;0;0;0;0
estar al acecho;0;0;0;0;0;0;0;0
alfombrilla de ratón;0;0;0;0;0;0;0;0
delicioso;0;1;0;0;1;0;0;0
lozano;0;0;1;0;0;1;0;0
lujuria;0;1;0;0;0;0;0;0
lustre;0;0;0;0;1;0;0;0
libidinoso;0;0;0;0;0;0;0;0
lustroso;0;0;0;0;0;0;0;0
fuerte;0;0;1;0;0;0;0;0
laúd;0;0;0;0;0;0;0;0
exuberante;0;0;0;0;0;0;0;0
lujoso;0;0;0;0;1;0;0;0
lujo;0;0;0;0;1;0;0;0
acostado;1;0;1;0;0;0;0;0
linfa;0;0;0;0;0;0;0;0
linfático;0;0;0;0;0;0;0;0
linchar;1;0;1;1;0;1;0;0
lince;0;0;0;0;0;0;0;0
lira;0;0;0;0;1;0;0;0
lírica;0;0;0;0;0;0;0;0
lírico;0;0;0;0;1;0;0;0
Mazo;0;0;0;1;0;0;0;0
máquina;0;0;0;0;0;0;0;1
maquinaria;0;0;0;0;0;0;0;0
maquinista;0;0;0;0;0;0;0;0
caballa;0;0;0;0;0;0;0;0
enojado;1;0;1;1;0;1;0;0
señora;0;0;0;0;0;0;0;0
señora;0;0;0;0;0;0;0;0
enloquecer;1;0;0;1;0;0;0;0
loco;1;0;0;1;0;0;0;0
Locura;1;0;0;1;0;0;0;0
mafia;0;0;0;1;0;0;0;0
revista;0;0;0;0;0;0;0;0
mago;0;0;0;1;0;0;0;0
magenta;0;0;0;0;0;0;0;0
gusano;0;0;1;0;0;0;0;0
magia;0;0;0;0;0;0;0;0
mágico;0;1;0;0;1;0;1;0
mago;0;0;0;0;0;0;1;0
magistrado;0;0;0;0;0;0;0;0
magma;0;0;0;0;0;0;0;0
magnate;0;0;0;0;0;0;0;0
imán;0;0;0;0;0;0;0;1
magnetismo;0;0;0;0;0;0;0;0
magnetita;0;0;0;0;0;0;0;0
magnificencia;0;1;0;0;1;0;0;1
magnífico;0;1;0;0;1;0;1;1
lupa;0;0;0;0;0;0;0;0
aumentar;0;0;0;0;0;0;0;0
magnitud;0;0;0;0;0;0;0;0
urraca;0;0;0;0;0;0;0;0
criada;0;0;0;0;0;0;0;0
doncella;0;0;0;0;0;0;0;0
correo;0;1;0;0;0;0;0;0
principal;0;0;0;0;0;0;0;0
continente;0;0;0;0;0;0;0;0
pilar;0;0;0;0;0;0;0;1
mantenimiento;0;0;0;0;0;0;0;1
majestuoso;0;1;0;0;1;0;1;1
majestad;0;0;0;0;0;0;0;1
mayor;0;0;0;0;0;0;0;0
mayoria;0;0;0;0;1;0;0;1
hacer;0;0;0;0;0;0;0;0
fabricante;0;0;0;0;0;0;0;0
improvisado;0;0;0;0;0;0;0;0
maquillaje;0;0;0;0;0;0;0;0
enfermedad;0;0;0;0;0;0;0;0
malestar;0;0;0;0;0;1;0;0
malaria;0;0;1;1;0;1;0;0
masculino;0;0;0;0;0;0;0;0
malévolo;1;0;1;1;0;1;0;0
crimen;0;0;1;0;0;0;0;0
malformación;0;0;0;0;0;0;0;0
malicia;1;0;0;1;0;0;0;0
malicioso;1;0;1;1;0;1;0;0
maligno;1;0;1;0;0;0;0;0
malignidad;0;0;0;1;0;1;0;0
maligno;1;0;0;1;0;0;0;0
centro comercial;0;0;0;0;0;0;0;0
maleable;0;0;0;0;0;0;0;0
mazo;0;0;0;0;0;0;0;0
negligencia profesional;1;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;1
mamífero;0;0;0;0;0;0;0;0
mamut;0;0;0;0;0;0;0;0
hombre;0;0;0;0;0;0;0;0
gestionar;0;0;0;0;0;0;0;1
administración;0;0;0;0;0;0;0;1
gerente;0;0;0;0;0;0;0;0
Mandamus;0;0;0;1;0;0;0;0
mandarín;0;0;0;0;0;0;0;1
mandato;0;0;0;0;0;0;0;0
mandíbula;0;0;0;0;0;0;0;0
mandolina;0;0;0;0;0;0;0;0
ánima;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
maniobra;0;0;0;0;0;0;0;0
maniobra;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;1;1;0;0;0;0
pesebre;0;0;0;0;0;0;0;0
mutilar;1;0;1;1;0;1;0;0
mango;0;0;0;0;0;0;0;0
mangostán;0;0;0;0;0;0;0;0
virilidad;0;0;0;0;0;0;0;0
manía;0;0;0;0;0;0;0;0
maníaco;1;0;0;1;0;0;0;0
maníaco;0;0;0;0;0;0;0;0
manicura;0;0;0;0;0;0;0;0
manifiesto;0;0;0;0;0;0;0;0
manifestación;0;0;0;1;0;0;0;0
manifestado;0;0;0;0;0;0;0;0
manifiestamente;0;0;0;0;0;0;0;0
manifiesto;0;0;0;0;0;0;0;0
colector;0;0;0;0;0;0;0;0
manipular;0;0;0;0;0;0;0;0
manipulación;1;0;0;1;0;0;0;0
humanidad;0;0;0;0;0;0;0;0
varonil;0;0;0;0;0;0;0;0
maná;0;0;0;0;0;0;0;0
manera;0;0;0;0;0;0;0;0
amanerado;0;0;0;0;0;0;0;0
modales;0;0;0;0;0;0;0;0
señorío;0;0;0;0;0;0;0;0
palacio;0;0;0;0;0;0;0;0
homicidio involuntario;1;0;1;1;0;1;1;0
manto;0;0;0;0;0;0;0;0
manual;0;0;0;0;0;0;0;1
fabricar;0;0;0;0;0;0;0;0
fabricante;0;0;0;0;0;0;0;0
estiércol;0;0;1;0;0;0;0;0
manuscrito;0;0;0;0;0;0;0;0
mapa;0;0;0;0;0;0;0;0
mar;0;0;0;0;0;0;0;0
mármol;0;0;0;0;0;0;0;0
jaspeado;0;0;0;0;0;0;0;0
canicas;0;0;0;0;0;0;0;0
marzo;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
margen;0;0;0;0;0;1;0;0
marginal;0;0;0;0;0;0;0;0
marijuana;0;0;0;0;0;0;0;0
marina;0;0;0;0;0;0;0;1
marinero;0;0;0;0;0;0;0;0
marítimo;0;0;0;0;0;0;0;0
marca;0;0;0;0;0;0;0;0
marcado;0;0;0;0;0;0;0;0
mercado;0;0;0;0;0;0;0;0
vendible;0;0;0;0;0;0;0;0
mercado;0;0;0;0;0;0;0;0
marcas;0;0;0;0;0;0;0;0
marga;0;0;0;0;0;0;0;0
mermelada;0;0;0;0;0;0;0;0
granate;0;0;0;0;0;0;0;0
marquesina;0;0;0;0;0;0;0;0
marqués;0;0;0;0;0;0;0;0
matrimonio;0;1;0;0;1;0;0;1
casado;0;0;0;0;0;0;0;0
médula;0;0;0;0;1;0;0;1
casar;0;1;0;1;1;0;1;1
pantano;0;0;0;0;0;0;0;0
mariscal;0;0;0;0;0;0;0;1
mercado;0;0;0;0;0;0;0;0
marcial;1;0;0;0;0;0;0;0
martingala;0;0;0;0;0;0;0;0
mártir;0;0;0;1;0;1;0;0
martirio;0;0;0;1;0;1;0;0
maravilla;0;0;0;0;0;0;1;0
maravilloso;0;0;0;0;1;0;0;0
maravillosamente;0;0;0;0;1;0;0;0
masculino;0;0;0;0;0;0;0;0
masculinidad;0;0;0;0;0;0;0;0
mezcla;0;0;0;0;0;0;0;0
máscara;0;0;0;0;0;0;0;0
masoquismo;1;0;1;1;0;0;0;0
masón;0;0;0;0;0;0;0;0
mascarada;0;0;0;0;0;0;0;0
masa;0;0;0;0;0;0;0;0
masacre;1;0;1;1;0;1;0;0
masaje;0;0;0;0;1;0;0;0
masivo;0;0;0;0;0;0;0;0
dominar;0;0;0;0;0;0;0;0
cerebro;0;0;0;0;0;0;0;0
obra maestra;0;0;0;0;1;0;0;0
maestría;1;0;0;0;1;0;0;1
masturbarse;0;0;0;0;0;0;0;0
masturbación;0;0;0;0;0;0;0;0
estera;0;0;0;0;0;0;0;0
partido;0;0;0;0;0;0;0;0
pareo;0;0;0;0;0;0;0;0
casamentero;0;1;0;0;0;0;0;0
compañero;0;0;0;0;0;0;0;1
material;0;0;0;0;0;0;0;0
materialismo;0;0;0;0;0;0;0;0
materialista;0;0;1;0;0;0;0;0
materialista;0;0;0;0;0;0;0;0
materialidad;0;0;0;0;0;0;0;0
materializar;0;0;0;0;0;0;0;0
materialmente;0;0;0;0;0;0;0;0
materiales;0;0;0;0;0;0;0;0
material bélico;0;0;0;0;0;0;0;0
materno;0;1;0;0;0;0;0;0
maternidad;0;0;0;0;0;0;0;0
matemático;0;0;0;0;0;0;0;1
matemático;0;0;0;0;0;0;0;0
matemáticas;0;0;0;0;0;0;0;0
matriculación;0;0;0;0;0;0;0;0
matrimonio;0;1;0;0;1;0;0;1
matriz;0;0;0;0;0;0;0;0
matrona;0;0;0;0;0;0;0;1
enmarañado;0;0;0;0;0;0;0;0
importar;0;0;0;0;0;0;0;0
estera;0;0;0;0;0;0;0;0
colchón;0;0;0;0;0;0;0;0
maduración;0;0;0;0;0;0;0;0
madurez;0;0;0;0;0;0;0;0
mausoleo;0;0;0;0;0;1;0;0
color de malva;0;0;0;0;0;0;0;0
máxima;0;0;0;0;0;0;0;1
máximo;0;0;0;0;0;0;0;0
alcalde;0;0;0;0;0;0;0;0
laberinto;0;0;0;0;0;0;0;0
aguamiel;0;0;0;0;0;0;0;0
prado;0;0;0;0;0;0;0;0
comida;0;0;0;0;0;0;0;0
meandro;0;0;0;0;0;0;0;0
serpenteante;0;0;0;0;0;0;0;0
sentido;0;0;0;0;0;0;0;0
sin sentido;0;0;0;0;0;1;0;0
medio;0;0;0;0;0;0;0;0
mientras tanto;0;0;0;0;0;0;0;0
sarampión;0;0;1;1;0;1;0;0
mensurable;0;0;0;0;0;0;0;0
medida;0;0;0;0;0;0;0;1
mesurado;0;0;0;0;0;0;0;1
medición;0;0;0;0;0;0;0;0
medición;0;0;0;0;0;0;0;0
carne;0;0;0;0;0;0;0;0
mecánico;0;0;0;0;0;0;0;0
mecánico;0;0;0;0;0;0;0;0
mecanismo;0;0;0;0;0;0;0;0
medalla;0;1;0;0;1;0;1;1
medallón;0;0;0;0;0;0;0;0
medallista;0;0;0;0;0;0;0;0
entrometerse;1;0;0;0;0;0;0;0
intromisión;0;0;0;0;0;0;0;0
medios de comunicación;0;0;0;0;0;0;0;0
medio;0;0;0;0;0;0;0;0
mediana;0;0;0;0;0;0;0;0
mediar;0;1;0;0;0;0;0;1
mediación;0;0;0;0;0;0;0;0
mediador;0;1;0;0;0;0;0;1
médico;0;1;0;1;0;0;0;1
medicinal;0;0;0;0;0;0;0;0
medicina;0;0;0;0;0;0;0;0
medieval;0;0;0;0;0;0;0;0
mediocre;0;0;0;0;0;0;0;0
mediocridad;0;0;0;0;0;0;0;0
NO TRANSLATION;0;1;0;0;1;0;0;1
meditación;0;0;0;0;0;0;0;0
meditativo;0;0;0;0;0;0;0;0
Mediterráneo;0;0;0;0;0;0;0;0
medio;0;0;0;0;0;0;0;0
popurrí;0;0;0;0;0;0;0;0
manso;0;0;0;0;0;1;0;0
reunirse;0;0;0;0;0;0;0;0
reunión;0;0;0;0;0;0;0;0
melancólico;0;0;0;0;0;1;0;0
melancolía;0;0;0;0;0;1;0;0
pelea confusa;0;0;0;1;0;0;0;0
melodioso;0;0;0;0;0;0;0;0
melodrama;1;0;0;0;0;1;0;0
melodramático;0;0;0;0;0;0;0;0
melodía;0;0;0;0;0;0;0;0
derretir;0;0;0;0;0;0;0;0
fusión de un reactor;0;0;0;0;0;1;0;0
derritiendo;0;0;0;0;0;0;0;0
miembro;0;0;0;0;0;0;0;0
membrana;0;0;0;0;0;0;0;0
recuerdo;0;0;0;0;0;0;0;0
memorándum;0;0;0;0;0;0;0;0
memoria;0;0;0;0;0;0;0;0
cosas memorables;0;0;0;0;0;0;0;0
memorable;0;0;0;0;1;0;1;1
memorándum;0;0;0;0;0;0;0;0
memorial;0;0;0;0;0;0;0;0
monumentos conmemorativos;0;0;0;0;0;1;0;0
memorizar;0;0;0;0;0;0;0;0
memoria;0;0;0;0;0;0;0;0
amenaza;1;0;0;1;0;0;0;0
amenazador;1;0;0;1;0;0;0;0
casa de fieras;0;0;0;0;0;0;0;0
arreglar;0;0;0;0;0;0;0;0
zurcidura;0;0;0;0;0;0;0;0
servil;0;0;0;0;0;0;0;0
menisco;0;0;0;0;0;0;0;0
menstruo;0;0;0;0;0;0;0;0
menstrual;0;0;0;0;0;0;0;0
mental;0;0;0;0;0;0;0;0
mencionar;0;0;0;0;0;0;0;0
mentor;0;0;0;0;0;0;0;1
menú;0;0;0;0;0;0;0;0
maullar;0;0;0;0;0;0;0;0
mercantil;0;0;0;0;0;0;0;0
mercenario;0;0;0;1;0;0;0;0
mercancías;0;0;0;0;0;0;0;0
comerciante;0;0;0;0;0;0;0;1
misericordioso;0;0;0;0;0;0;0;0
despiadado;0;0;0;1;0;0;0;0
mercurial;0;0;0;0;0;0;0;0
misericordia;0;0;0;0;0;0;0;0
mero;0;0;0;0;0;0;0;0
unir;0;1;0;0;0;0;0;0
meridiano;0;0;0;0;0;0;0;0
meridional;0;0;0;0;0;0;0;0
mérito;0;0;0;0;0;0;0;1
meritorio;0;0;0;0;1;0;0;1
sirena;0;0;0;0;0;0;0;0
alegría;0;0;0;0;1;0;1;0
alegre;0;0;0;0;1;0;0;0
colina baja;0;0;0;0;0;0;0;0
malla;0;0;0;0;0;0;0;0
mallas;0;0;0;0;0;0;0;0
hipnotizado;0;0;0;0;0;0;0;0
lío;0;0;1;0;0;0;0;0
mensaje;0;0;0;0;0;0;0;0
Mensajero;0;0;0;0;0;0;0;1
sucio;0;0;1;0;0;0;0;0
metabolismo;0;0;0;0;0;0;0;0
metal;0;0;0;0;0;0;0;0
metalurgia;0;0;0;0;0;0;0;0
metamorfosis;0;0;0;0;0;0;0;0
metáfora;0;0;0;0;0;0;0;0
metafórico;0;0;0;0;0;0;0;0
metafísico;0;0;0;0;0;0;0;0
metafísica;0;0;0;0;0;0;0;0
metástasis;0;0;0;0;0;0;0;0
meteorito;0;0;0;0;0;0;0;0
meteórico;0;0;0;0;0;0;0;0
meteorito;0;0;0;0;0;0;0;0
meteorológico;0;0;0;0;0;0;0;0
meteorología;0;0;0;0;0;0;0;0
metro;0;0;0;0;0;0;0;0
metanol;0;0;0;0;0;0;0;0
método;0;0;0;0;0;0;0;0
metódico;0;0;0;0;0;0;0;0
meticuloso;0;0;0;0;0;0;0;0
métrico;0;0;0;0;0;0;0;0
métrico;0;0;0;0;0;0;0;0
metrología;0;0;0;0;0;0;0;0
metrópoli;0;0;0;0;0;0;0;0
metropolitano;0;0;0;0;0;0;0;0
brío;0;0;0;0;0;0;0;0
maullar;0;0;0;0;0;0;0;0
mica;0;0;0;0;0;0;0;0
Mick;0;0;0;0;0;0;0;0
microbio;0;0;0;0;0;0;0;0
microbiología;0;0;0;0;0;0;0;0
microcosmo;0;0;0;0;0;0;0;0
microgramo;0;0;0;0;0;0;0;0
micrómetro;0;0;0;0;0;0;0;0
micrón;0;0;0;0;0;0;0;0
micrófono;0;0;0;0;0;0;0;0
microscopio;0;0;0;0;0;0;0;1
microscópico;0;0;0;0;0;0;0;0
microscópicamente;0;0;0;0;0;0;0;0
microscopía;0;0;0;0;0;0;0;0
medio;0;0;0;0;0;0;0;0
mediodía;0;0;0;0;0;0;0;0
medio;0;0;0;0;0;0;0;0
intermediario;0;0;0;0;0;0;0;0
del interior;0;0;0;0;0;0;0;0
medianoche;0;0;0;0;0;0;0;0
medio;0;0;0;0;0;0;0;0
pleno verano;0;0;0;0;0;0;0;0
a mitad de camino;0;0;0;0;0;0;0;0
Partera;0;1;0;0;1;0;0;1
partería;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
poderoso;1;0;0;1;1;0;0;1
emigrar;0;0;0;0;0;0;0;0
migración;0;0;0;0;0;0;0;0
migratorio;0;0;0;0;0;0;0;0
micro;0;0;0;0;0;0;0;0
moho;0;0;1;0;0;0;0;0
milla;0;0;0;0;0;0;0;0
kilometraje;0;0;0;0;0;0;0;0
hito;0;0;0;0;0;0;0;0
militante;0;0;0;0;0;0;0;0
militar;0;0;0;1;0;0;0;0
milicia;1;0;0;1;0;1;0;0
Leche;0;0;0;0;0;0;0;0
lechoso;0;0;0;0;0;0;0;0
molino;0;1;0;0;0;0;0;0
milenio;0;0;0;0;0;0;0;0
miligramo;0;0;0;0;0;0;0;0
milímetro;0;0;0;0;0;0;0;0
millón;0;0;0;0;0;0;0;0
millonario;0;0;0;0;0;0;0;0
mímica;0;0;0;0;0;0;0;0
imitar;0;0;0;0;0;0;0;0
imitando;0;0;0;0;0;0;0;0
mimetismo;0;0;0;0;0;0;1;0
mente;0;0;0;0;0;0;0;0
dispuesto;0;0;0;0;0;0;0;0
consciente de;0;0;0;0;0;0;0;0
atención plena;0;0;0;0;0;0;0;0
mía;0;0;0;0;0;0;0;0
minero;0;0;0;0;0;0;0;0
mineral;0;0;0;0;0;0;0;0
mineralogía;0;0;0;0;0;0;0;0
mezclarse;0;0;0;0;0;0;0;0
mezclado;0;0;0;0;0;0;0;0
miniatura;0;0;0;0;0;0;0;0
microbús;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
minimizar;0;0;0;0;0;0;0;0
