,Palabras,frecuencia,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,enfado,anticipacion,asco,miedo,alegria,tristeza,sorpresa,confianza
692,sector,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,datos,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,marzo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,habla,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,permitiendo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,querido,7,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,7
698,querido,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,estatuto,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,diputado,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
701,mentiras,7,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
702,triunfo,7,0,1,0,0,1,0,0,0,0,7,0,0,7,0,0,0
703,triunfo,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
704,cumplimiento,7,0,1,0,0,1,0,0,1,0,7,0,0,7,0,0,7
705,redondo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,verano,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,fundamental,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
708,fundamental,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,hijo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,femenino,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,incluso,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,condiciones,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,condiciones,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,roto,7,1,0,0,1,0,1,0,0,7,0,0,7,0,7,0,0
715,uso,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,tribunal,7,0,1,1,1,0,0,0,1,0,7,7,7,0,0,0,7
717,estabilidad,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,hermanos,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,adversario,7,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
720,adversario,7,1,1,1,1,0,0,0,0,7,7,7,7,0,0,0,0
721,tenis,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,genial,7,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
723,franco,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
724,tarifa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,tarifa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,radio,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,radio,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,radio,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,enviar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,enviar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,enviar,7,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
732,enviar,7,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
733,altruista,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,resolver,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,resolver,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,resolver,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,manifiesto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,manifiesto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,cosa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,candidatura,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,abandonar,6,0,0,0,1,0,1,0,0,0,0,0,6,0,6,0,0
742,abandonar,6,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0
743,claridad,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,claridad,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,alivio,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,alivio,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,enfermedad,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,enfermedad,6,1,0,1,1,0,1,0,0,6,0,6,6,0,6,0,0
749,enfermedad,6,0,0,0,1,0,1,0,0,0,0,0,6,0,6,0,0
750,enfermedad,6,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
751,enfermedad,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,enfermedad,6,0,0,1,1,0,1,0,0,0,0,6,6,0,6,0,0
753,cartas,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,as,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,amigo,6,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,6
756,libremente,6,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,6
757,total,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,total,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,territorial,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,hechos,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,hechos,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
762,pies,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,moneda,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,moneda,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,entero,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,convertir,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,perseguir,6,1,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0
768,perseguir,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,prueba,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
770,prueba,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,noche,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,noche,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,vuelta,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,llamar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,perder,6,1,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0
776,perder,6,1,0,1,1,0,1,1,0,6,0,6,6,0,6,6,0
777,perder,6,1,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0
778,perder,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,carreteras,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,aparato,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,aparato,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,pilar,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
783,pilar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,prioridad,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,paliza,6,1,0,0,1,0,1,0,0,6,0,0,6,0,6,0,0
786,acosar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,acosar,6,1,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0
788,acosar,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
789,acosar,6,1,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0
790,nivel,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
791,nivel,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,reconocer,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,cerrar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,amenazar,6,1,1,0,1,0,0,0,0,6,6,0,6,0,0,0,0
795,agujero,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,recordar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,recordar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,recordar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,recordar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,aprovechar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,aprovechar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,aprovechar,6,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
803,reto,6,1,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0
804,completo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,palma,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,festival,6,0,1,0,0,1,0,1,0,0,6,0,0,6,0,6,0
807,indulto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,dando,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,tirano,6,1,0,1,1,0,1,0,0,6,0,6,6,0,6,0,0
810,esperanza,6,0,1,0,0,1,0,1,1,0,6,0,0,6,0,6,6
811,secretario,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,empezar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,aprender,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,vivo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,competencia,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
816,competencia,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
817,competencia,6,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
818,competencia,6,0,1,0,0,1,0,1,1,0,6,0,0,6,0,6,6
819,competencia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,puta,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,puta,6,1,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0
822,puta,6,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
823,prensa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,serio,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,serio,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,excelente,6,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,6
827,ilegalmente,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,demanda,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
829,maternidad,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,maternidad,5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,5
831,diferencia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,diferencia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,meter,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
834,recuerda,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,legado,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
836,legado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,lamento,5,0,0,1,1,0,1,0,0,0,0,5,5,0,5,0,0
838,foto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,supremo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,supremo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,fracaso,5,0,0,1,1,0,1,0,0,0,0,5,5,0,5,0,0
842,fracaso,5,0,0,1,0,0,1,0,0,0,0,5,0,0,5,0,0
843,fracaso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,puro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,corte,5,1,0,1,1,0,1,0,0,5,0,5,5,0,5,0,0
846,especial,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
847,opciones,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,salvar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,salvar,5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,5
850,doctor,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
851,costado,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
852,construir,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,construir,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,salud,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,acatar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,atropello,5,1,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0
857,texto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,firme,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,firme,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,firme,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
861,investigar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,brecha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,fuga,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,fuga,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,condenado,5,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,0
866,inmediatamente,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
867,inmediatamente,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,riqueza,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,riqueza,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,riqueza,5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,5
871,rural,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,burocracia,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
873,libro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,clamor,5,1,1,1,0,0,0,1,0,5,5,5,0,0,0,5,0
875,transparente,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,descanso,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
877,descanso,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
878,descanso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,ceder,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,ceder,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,humillar,5,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0
882,boca,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
883,anterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,anterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,anterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,anterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,campus,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,disfrutar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,disfrutar,5,0,1,0,0,1,0,0,1,0,5,0,0,5,0,0,5
890,factura,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,demostrado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,condenar,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
893,condenar,5,1,0,1,1,0,1,0,0,5,0,5,5,0,5,0,0
894,condenar,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
895,baloncesto,5,0,1,0,0,1,0,0,0,0,5,0,0,5,0,0,0
896,justa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,manipular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,lastre,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,caja,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,caja,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,caja,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,exterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,exterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,exterior,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,peligroso,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
906,peligroso,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
907,peligroso,5,0,1,0,1,0,1,0,0,0,5,0,5,0,5,0,0
908,conceder,5,0,1,0,0,1,0,0,1,0,5,0,0,5,0,0,5
909,tranquilo,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
910,tranquilo,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
911,abandono,5,1,0,0,1,0,1,1,0,5,0,0,5,0,5,5,0
912,cierre,5,0,1,0,0,1,1,0,0,0,5,0,0,5,5,0,0
913,cierre,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,puerta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,puerta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,puerta,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
917,breve,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,instrumento,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,autor,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
920,autor,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,autor,5,1,0,1,1,0,1,0,0,5,0,5,5,0,5,0,0
922,temporal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,temporal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,pasos,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,asesino,5,1,0,0,1,0,1,0,0,5,0,0,5,0,5,0,0
926,asesino,5,1,0,0,1,0,0,0,0,5,0,0,5,0,0,0,0
927,asesino,5,1,0,1,1,0,1,0,0,5,0,5,5,0,5,0,0
928,asesino,5,1,0,1,1,0,1,1,0,5,0,5,5,0,5,5,0
929,asesino,5,1,0,1,1,0,1,1,0,5,0,5,5,0,5,5,0
930,leer,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,tolerancia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,tolerancia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,tolerancia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,permitido,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,permitido,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,moderno,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,juego,5,0,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0
938,juego,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,deber,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,educativo,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
941,grado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,grado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,torno,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,lazo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,lazo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,lazo,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
947,moral,5,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,5
948,gesto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,lenguaje,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,injusticia,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
951,injusticia,5,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0
952,artistas,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,tripartito,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,partes,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,preocupado,5,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,0
956,preocupado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,preocupado,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
958,necesario,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,necesario,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,pasividad,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,silencio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,asunto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,estadista,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,aniversario,5,0,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0
965,sitio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,acceso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,sorpresa,5,0,0,0,1,1,0,1,0,0,0,0,5,5,0,5,0
968,normalidad,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,normalidad,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,limpiar,5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,5
971,limpiar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,limpiar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,columna,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,resumen,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,interesante,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,visitar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,venta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,leal,5,0,0,0,1,1,0,1,1,0,0,0,5,5,0,5,5
979,leal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,rechazo,5,1,0,1,1,0,1,0,0,5,0,5,5,0,5,0,0
981,preocupante,5,0,1,0,1,0,1,0,0,0,5,0,5,0,5,0,0
982,credibilidad,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
983,inmoral,4,1,0,1,1,0,1,0,0,4,0,4,4,0,4,0,0
984,blanco,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,blanco,4,0,1,0,0,1,0,0,1,0,4,0,0,4,0,0,4
986,prosperidad,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,elegido,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,pata,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,presunto,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,presunto,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,valle,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,valle,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,precisamente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,teatro,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
995,teatro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,normal,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,papel,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,papel,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,jurista,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1000,pelea,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1001,pelea,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,pelea,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
1003,pelea,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1004,pelea,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1005,pelea,4,1,0,1,1,0,1,0,0,4,0,4,4,0,4,0,0
1006,fractura,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,familiar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1008,sala,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,sala,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,sala,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,legal,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1012,legal,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1013,perdiendo,4,1,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0
1014,genio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,amarillo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,medalla,4,0,1,0,0,1,0,1,1,0,4,0,0,4,0,4,4
1017,ingresos,4,0,1,0,0,1,1,0,1,0,4,0,0,4,4,0,4
1018,ingresos,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,ingresos,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,delegar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1021,delegar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,fuente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,fuente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,fuente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,veto,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1026,sencillo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,sencillo,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1028,importancia,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1029,imponer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,imponer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,incrementar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,financiar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,ilegalidad,4,1,0,1,1,0,0,0,0,4,0,4,4,0,0,0,0
1034,castigo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,castigo,4,1,0,1,1,0,0,0,0,4,0,4,4,0,0,0,0
1036,encubrir,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
